workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
41795,807,2,0,08/02/13,08/13/13,08/13/13,1,08/13/13
41796,808,3,0,08/02/13,08/13/13,08/13/13,33,08/13/13
41797,810,2,0,08/02/13,08/13/13,08/13/13,99,08/13/13
41798,811,4,0,08/02/13,08/13/13,08/13/13,14,08/13/13
41799,812,4,0,08/02/13,08/13/13,08/13/13,52,08/13/13
41800,813,1,0,08/02/13,08/13/13,08/13/13,40,08/13/13
41801,815,3,0,08/02/13,08/13/13,08/13/13,45,08/13/13
41802,816,2,0,08/02/13,08/13/13,08/13/13,47,08/13/13
41803,818,4,0,08/02/13,08/13/13,08/13/13,22,08/13/13
41804,819,4,0,08/02/13,08/13/13,08/13/13,6,08/13/13
41805,820,1,0,08/02/13,08/13/13,08/13/13,21,08/13/13
41806,821,4,0,08/02/13,08/13/13,08/13/13,14,08/13/13
41807,823,3,0,08/02/13,08/13/13,08/13/13,78,08/13/13
41808,824,2,0,08/02/13,08/13/13,08/13/13,23,08/13/13
41809,826,4,0,08/02/13,08/13/13,08/13/13,87,08/13/13
41810,827,4,0,08/02/13,08/13/13,08/13/13,113,08/13/13
41811,828,1,0,08/02/13,08/13/13,08/13/13,13,08/13/13
41812,829,4,0,08/02/13,08/13/13,08/13/13,12,08/13/13
41813,833,1,0,08/02/13,08/12/13,08/13/13,8,08/12/13
41814,835,1,0,08/02/13,08/12/13,08/13/13,75,08/12/13
41815,836,2,0,08/02/13,08/12/13,08/13/13,83,08/12/13
41816,840,1,0,08/02/13,08/12/13,08/13/13,44,08/12/13
41817,892,2,0,08/02/13,08/12/13,08/13/13,75,08/12/13
41818,894,18,0,08/02/13,08/13/13,08/13/13,24,08/13/13
41819,895,1,0,08/02/13,08/12/13,08/13/13,32,08/12/13
41820,899,1,0,08/02/13,08/12/13,08/13/13,30,08/12/13
41821,906,1,0,08/02/13,08/12/13,08/13/13,80,08/12/13
41822,924,1,0,08/02/13,08/12/13,08/13/13,29,08/12/13
41823,943,1,0,08/02/13,08/13/13,08/13/13,78,08/13/13
41824,945,18,0,08/02/13,08/13/13,08/13/13,43,08/13/13
41825,946,2,0,08/02/13,08/13/13,08/13/13,87,08/13/13
41826,947,2,0,08/02/13,08/13/13,08/13/13,35,08/13/13
41827,949,8,0,08/02/13,08/13/13,08/13/13,106,08/13/13
41828,950,8,0,08/02/13,08/13/13,08/13/13,93,08/13/13
41829,951,2,0,08/02/13,08/13/13,08/13/13,62,08/13/13
41830,994,11,0,08/02/13,08/13/13,08/13/13,0,08/13/13
41831,995,4,0,08/02/13,08/13/13,08/13/13,56,08/13/13
41832,996,3,0,08/02/13,08/13/13,08/13/13,85,08/13/13
41833,3,180,0,08/02/13,08/12/13,08/13/13,26,08/12/13
41834,324,36,0,08/02/13,08/12/13,08/13/13,39,08/12/13
41835,327,18,0,08/02/13,08/12/13,08/13/13,120,08/12/13
41836,328,10,0,08/02/13,08/12/13,08/13/13,20,08/12/13
41837,329,18,0,08/02/13,08/12/13,08/13/13,45,08/12/13
41838,330,8,0,08/02/13,08/12/13,08/13/13,91,08/12/13
41839,398,18,0,08/02/13,08/12/13,08/13/13,34,08/12/13
41840,399,18,0,08/02/13,08/12/13,08/13/13,5,08/12/13
41841,400,14,0,08/02/13,08/12/13,08/13/13,85,08/12/13
41842,401,22,0,08/02/13,08/12/13,08/13/13,90,08/12/13
41843,529,18,0,08/02/13,08/12/13,08/13/13,32,08/12/13
41844,532,72,0,08/02/13,08/12/13,08/13/13,45,08/12/13
41845,533,18,0,08/02/13,08/12/13,08/13/13,101,08/12/13
41846,534,18,0,08/02/13,08/12/13,08/13/13,95,08/12/13
41847,802,8,0,08/02/13,08/13/13,08/13/13,99,08/13/13
41848,803,5,0,08/02/13,08/13/13,08/13/13,69,08/13/13
41849,804,5,0,08/02/13,08/13/13,08/13/13,68,08/13/13
41850,316,36,0,08/02/13,08/12/13,08/13/13,68,08/12/13
41851,331,36,0,08/02/13,08/12/13,08/13/13,102,08/12/13
41852,350,18,0,08/02/13,08/12/13,08/13/13,90,08/12/13
41853,531,18,0,08/02/13,08/12/13,08/13/13,103,08/12/13
41854,717,42,0,08/03/13,08/13/13,08/14/13,26,08/13/13
41855,718,44,0,08/03/13,08/13/13,08/14/13,39,08/13/13
41856,719,27,0,08/03/13,08/13/13,08/14/13,6,08/13/13
41857,722,44,1,08/03/13,08/13/13,08/14/13,16,08/13/13
41858,723,27,0,08/03/13,08/13/13,08/14/13,53,08/13/13
41859,736,27,0,08/03/13,08/13/13,08/14/13,98,08/13/13
41860,738,95,0,08/03/13,08/13/13,08/14/13,119,08/13/13
41861,739,40,0,08/03/13,08/13/13,08/14/13,87,08/13/13
41862,742,29,0,08/03/13,08/13/13,08/14/13,39,08/13/13
41863,743,67,0,08/03/13,08/13/13,08/14/13,60,08/13/13
41864,747,25,0,08/03/13,08/19/13,08/14/13,38,08/19/13
41865,748,62,0,08/03/13,08/19/13,08/14/13,106,08/19/13
41866,779,98,0,08/03/13,08/19/13,08/14/13,91,08/19/13
41867,780,70,0,08/03/13,08/19/13,08/14/13,48,08/19/13
41868,781,72,2,08/03/13,08/19/13,08/14/13,94,08/19/13
41869,782,144,0,08/03/13,08/19/13,08/14/13,105,08/19/13
41870,783,87,0,08/03/13,08/19/13,08/14/13,39,08/19/13
41871,784,87,0,08/03/13,08/19/13,08/14/13,16,08/19/13
41872,792,20,0,08/03/13,08/19/13,08/14/13,1,08/19/13
41873,793,65,0,08/03/13,08/19/13,08/14/13,48,08/19/13
41874,794,52,0,08/03/13,08/19/13,08/14/13,63,08/19/13
41875,795,43,0,08/03/13,08/19/13,08/14/13,109,08/19/13
41876,796,20,0,08/03/13,08/19/13,08/14/13,50,08/19/13
41877,797,80,0,08/03/13,08/19/13,08/14/13,51,08/19/13
41878,798,60,0,08/03/13,08/19/13,08/14/13,39,08/19/13
41879,799,41,0,08/03/13,08/19/13,08/14/13,29,08/19/13
41880,800,18,0,08/03/13,08/19/13,08/14/13,54,08/19/13
41881,801,68,0,08/03/13,08/19/13,08/14/13,59,08/19/13
41882,808,76,0,08/03/13,08/19/13,08/14/13,67,08/19/13
41883,809,114,0,08/03/13,08/19/13,08/14/13,93,08/19/13
41884,810,40,0,08/03/13,08/19/13,08/14/13,27,08/19/13
41885,811,33,0,08/03/13,08/19/13,08/14/13,13,08/19/13
41886,813,51,1,08/03/13,08/19/13,08/14/13,72,08/19/13
41887,822,42,1,08/03/13,08/19/13,08/14/13,28,08/19/13
41888,824,4,0,08/03/13,08/19/13,08/14/13,13,08/19/13
41889,832,1,0,08/03/13,08/13/13,08/14/13,38,08/13/13
41890,833,22,0,08/03/13,08/13/13,08/14/13,48,08/13/13
41891,835,80,0,08/03/13,08/13/13,08/14/13,36,08/13/13
41892,836,47,0,08/03/13,08/13/13,08/14/13,108,08/13/13
41893,838,41,0,08/03/13,08/13/13,08/14/13,70,08/13/13
41894,839,22,0,08/03/13,08/13/13,08/14/13,24,08/13/13
41895,885,68,0,08/03/13,08/13/13,08/14/13,33,08/13/13
41896,886,62,0,08/03/13,08/13/13,08/14/13,77,08/13/13
41897,887,13,0,08/03/13,08/13/13,08/14/13,40,08/13/13
41898,888,19,0,08/03/13,08/13/13,08/14/13,31,08/13/13
41899,889,87,0,08/03/13,08/13/13,08/14/13,59,08/13/13
41900,890,14,0,08/03/13,08/13/13,08/14/13,2,08/13/13
41901,891,20,0,08/03/13,08/13/13,08/14/13,64,08/13/13
41902,892,86,0,08/03/13,08/13/13,08/14/13,43,08/13/13
41903,893,65,0,08/03/13,08/13/13,08/14/13,10,08/13/13
41904,894,66,0,08/03/13,08/19/13,08/14/13,40,08/19/13
41905,895,61,0,08/03/13,08/13/13,08/14/13,17,08/13/13
41906,896,31,0,08/03/13,08/13/13,08/14/13,26,08/13/13
41907,898,5,0,08/03/13,08/13/13,08/14/13,55,08/13/13
41908,899,54,0,08/03/13,08/13/13,08/14/13,113,08/13/13
41909,900,37,1,08/03/13,08/13/13,08/14/13,55,08/13/13
41910,902,10,0,08/03/13,08/13/13,08/14/13,90,08/13/13
41911,903,10,0,08/03/13,08/13/13,08/14/13,90,08/13/13
41912,904,115,0,08/03/13,08/13/13,08/14/13,94,08/13/13
41913,905,86,0,08/03/13,08/13/13,08/14/13,70,08/13/13
41914,906,38,0,08/03/13,08/13/13,08/14/13,80,08/13/13
41915,917,91,0,08/03/13,08/13/13,08/14/13,35,08/13/13
41916,918,62,0,08/03/13,08/13/13,08/14/13,54,08/13/13
41917,919,22,0,08/03/13,08/13/13,08/14/13,29,08/13/13
41918,920,65,0,08/03/13,08/13/13,08/14/13,35,08/13/13
41919,924,70,0,08/03/13,08/13/13,08/14/13,77,08/13/13
41920,925,77,0,08/03/13,08/13/13,08/14/13,61,08/13/13
41921,926,52,0,08/03/13,08/13/13,08/14/13,63,08/13/13
41922,944,66,0,08/03/13,08/19/13,08/14/13,3,08/19/13
41923,945,149,0,08/03/13,08/19/13,08/14/13,100,08/19/13
41924,946,27,0,08/03/13,08/19/13,08/14/13,29,08/19/13
41925,947,45,0,08/03/13,08/19/13,08/14/13,25,08/19/13
41926,949,56,0,08/03/13,08/19/13,08/14/13,42,08/19/13
41927,950,27,0,08/03/13,08/19/13,08/14/13,87,08/19/13
41928,951,108,3,08/03/13,08/19/13,08/14/13,99,08/19/13
41929,953,112,0,08/03/13,08/19/13,08/14/13,107,08/19/13
41930,954,98,0,08/03/13,08/19/13,08/14/13,65,08/19/13
41931,955,61,0,08/03/13,08/19/13,08/14/13,22,08/19/13
41932,956,41,0,08/03/13,08/19/13,08/14/13,53,08/19/13
41933,957,101,0,08/03/13,08/19/13,08/14/13,20,08/19/13
41934,958,92,0,08/03/13,08/19/13,08/14/13,66,08/19/13
41935,959,62,0,08/03/13,08/19/13,08/14/13,15,08/19/13
41936,960,38,0,08/03/13,08/19/13,08/14/13,5,08/19/13
41937,961,92,0,08/03/13,08/19/13,08/14/13,21,08/19/13
41938,962,92,0,08/03/13,08/19/13,08/14/13,66,08/19/13
41939,963,55,0,08/03/13,08/19/13,08/14/13,116,08/19/13
41940,964,37,0,08/03/13,08/19/13,08/14/13,112,08/19/13
41941,965,87,0,08/03/13,08/19/13,08/14/13,102,08/19/13
41942,966,90,0,08/03/13,08/19/13,08/14/13,27,08/19/13
41943,967,52,0,08/03/13,08/19/13,08/14/13,82,08/19/13
41944,968,44,0,08/03/13,08/19/13,08/14/13,88,08/19/13
41945,969,106,0,08/03/13,08/19/13,08/14/13,120,08/19/13
41946,970,58,0,08/03/13,08/19/13,08/14/13,36,08/19/13
41947,971,34,0,08/03/13,08/19/13,08/14/13,88,08/19/13
41948,972,99,0,08/03/13,08/19/13,08/14/13,74,08/19/13
41949,973,108,0,08/03/13,08/19/13,08/14/13,54,08/19/13
41950,974,67,0,08/03/13,08/19/13,08/14/13,102,08/19/13
41951,975,27,0,08/03/13,08/19/13,08/14/13,27,08/19/13
41952,976,140,0,08/03/13,08/19/13,08/14/13,17,08/19/13
41953,977,53,0,08/03/13,08/19/13,08/14/13,12,08/19/13
41954,978,37,0,08/03/13,08/19/13,08/14/13,34,08/19/13
41955,979,107,0,08/03/13,08/19/13,08/14/13,93,08/19/13
41956,980,34,0,08/03/13,08/19/13,08/14/13,66,08/19/13
41957,981,51,0,08/03/13,08/19/13,08/14/13,14,08/19/13
41958,982,28,0,08/03/13,08/19/13,08/14/13,80,08/19/13
41959,983,21,0,08/03/13,08/19/13,08/14/13,96,08/19/13
41960,984,57,0,08/03/13,08/19/13,08/14/13,73,08/19/13
41961,985,44,0,08/03/13,08/19/13,08/14/13,23,08/19/13
41962,986,54,0,08/03/13,08/19/13,08/14/13,4,08/19/13
41963,987,54,0,08/03/13,08/19/13,08/14/13,71,08/19/13
41964,988,57,0,08/03/13,08/19/13,08/14/13,43,08/19/13
41965,989,21,0,08/03/13,08/19/13,08/14/13,18,08/19/13
41966,990,51,0,08/03/13,08/19/13,08/14/13,36,08/19/13
41967,991,45,0,08/03/13,08/19/13,08/14/13,72,08/19/13
41968,992,34,0,08/03/13,08/19/13,08/14/13,73,08/19/13
41969,993,17,0,08/03/13,08/19/13,08/14/13,15,08/19/13
41970,994,62,0,08/03/13,08/19/13,08/14/13,3,08/19/13
41971,996,93,0,08/03/13,08/19/13,08/14/13,112,08/19/13
41972,997,20,0,08/03/13,08/19/13,08/14/13,114,08/19/13
41973,998,84,0,08/03/13,08/19/13,08/14/13,54,08/19/13
41974,999,85,0,08/03/13,08/19/13,08/14/13,96,08/19/13
41975,514,568,11,08/03/13,08/19/13,08/14/13,120,08/19/13
41976,516,558,0,08/03/13,08/19/13,08/14/13,99,08/19/13
41977,517,242,0,08/03/13,08/19/13,08/14/13,38,08/19/13
41978,518,609,0,08/03/13,08/19/13,08/14/13,44,08/19/13
41979,519,200,0,08/03/13,08/19/13,08/14/13,72,08/19/13
41980,520,699,0,08/03/13,08/19/13,08/14/13,19,08/19/13
41981,521,303,0,08/03/13,08/19/13,08/14/13,73,08/19/13
41982,522,593,0,08/03/13,08/19/13,08/14/13,120,08/19/13
41983,680,20,0,08/03/13,08/13/13,08/14/13,52,08/13/13
41984,706,20,0,08/03/13,08/13/13,08/14/13,59,08/13/13
41985,722,53,0,08/03/13,08/13/13,08/14/13,26,08/13/13
41986,736,20,0,08/03/13,08/13/13,08/14/13,91,08/13/13
41987,737,84,0,08/03/13,08/13/13,08/14/13,100,08/13/13
41988,738,85,0,08/03/13,08/13/13,08/14/13,52,08/13/13
41989,739,70,0,08/03/13,08/13/13,08/14/13,120,08/13/13
41990,742,72,0,08/03/13,08/13/13,08/14/13,12,08/13/13
41991,743,87,0,08/03/13,08/13/13,08/14/13,118,08/13/13
41992,746,87,0,08/03/13,08/13/13,08/14/13,67,08/13/13
41993,747,144,0,08/03/13,08/19/13,08/14/13,93,08/19/13
41994,748,98,0,08/03/13,08/19/13,08/14/13,77,08/19/13
41995,805,1375,0,08/03/13,08/19/13,08/14/13,80,08/19/13
41996,806,1804,0,08/03/13,08/19/13,08/14/13,67,08/19/13
41997,807,593,0,08/03/13,08/19/13,08/14/13,7,08/19/13
41998,808,568,0,08/03/13,08/19/13,08/14/13,54,08/19/13
41999,810,558,17,08/03/13,08/19/13,08/14/13,62,08/19/13
42000,811,242,0,08/03/13,08/19/13,08/14/13,13,08/19/13
42001,812,609,0,08/03/13,08/19/13,08/14/13,79,08/19/13
42002,813,200,0,08/03/13,08/19/13,08/14/13,34,08/19/13
42003,815,568,0,08/03/13,08/19/13,08/14/13,29,08/19/13
42004,816,558,0,08/03/13,08/19/13,08/14/13,46,08/19/13
42005,818,242,0,08/03/13,08/19/13,08/14/13,38,08/19/13
42006,819,609,0,08/03/13,08/19/13,08/14/13,6,08/19/13
42007,820,200,0,08/03/13,08/19/13,08/14/13,57,08/19/13
42008,821,1595,47,08/03/13,08/19/13,08/14/13,103,08/19/13
42009,822,80,0,08/03/13,08/19/13,08/14/13,47,08/19/13
42010,823,568,0,08/03/13,08/19/13,08/14/13,69,08/19/13
42011,824,558,0,08/03/13,08/19/13,08/14/13,95,08/19/13
42012,826,242,0,08/03/13,08/19/13,08/14/13,1,08/19/13
42013,827,609,0,08/03/13,08/19/13,08/14/13,55,08/19/13
42014,828,200,0,08/03/13,08/19/13,08/14/13,50,08/19/13
42015,829,1595,0,08/03/13,08/19/13,08/14/13,82,08/19/13
42016,833,168,5,08/03/13,08/13/13,08/14/13,16,08/13/13
42017,834,108,0,08/03/13,08/13/13,08/14/13,113,08/13/13
42018,835,45,0,08/03/13,08/13/13,08/14/13,66,08/13/13
42019,836,208,0,08/03/13,08/13/13,08/14/13,43,08/13/13
42020,838,65,0,08/03/13,08/13/13,08/14/13,118,08/13/13
42021,839,52,0,08/03/13,08/13/13,08/14/13,97,08/13/13
42022,840,43,0,08/03/13,08/13/13,08/14/13,49,08/13/13
42023,885,101,0,08/03/13,08/13/13,08/14/13,12,08/13/13
42024,886,87,0,08/03/13,08/13/13,08/14/13,17,08/13/13
42025,887,98,0,08/03/13,08/13/13,08/14/13,119,08/13/13
42026,888,61,0,08/03/13,08/13/13,08/14/13,51,08/13/13
42027,889,41,0,08/03/13,08/13/13,08/14/13,26,08/13/13
42028,890,148,0,08/03/13,08/13/13,08/14/13,19,08/13/13
42029,891,86,0,08/03/13,08/13/13,08/14/13,114,08/13/13
42030,892,143,0,08/03/13,08/13/13,08/14/13,101,08/13/13
42031,893,218,0,08/03/13,08/13/13,08/14/13,29,08/13/13
42032,894,3772,0,08/03/13,08/19/13,08/14/13,4,08/19/13
42033,895,107,0,08/03/13,08/13/13,08/14/13,79,08/13/13
42034,896,92,0,08/03/13,08/13/13,08/14/13,48,08/13/13
42035,897,62,0,08/03/13,08/13/13,08/14/13,88,08/13/13
42036,898,38,0,08/03/13,08/13/13,08/14/13,86,08/13/13
42037,899,92,0,08/03/13,08/13/13,08/14/13,55,08/13/13
42038,900,92,0,08/03/13,08/13/13,08/14/13,51,08/13/13
42039,901,55,0,08/03/13,08/13/13,08/14/13,86,08/13/13
42040,902,37,0,08/03/13,08/13/13,08/14/13,27,08/13/13
42041,903,37,0,08/03/13,08/13/13,08/14/13,79,08/13/13
42042,904,51,0,08/03/13,08/13/13,08/14/13,3,08/13/13
42043,905,28,0,08/03/13,08/13/13,08/14/13,59,08/13/13
42044,906,21,0,08/03/13,08/13/13,08/14/13,8,08/13/13
42045,917,44,0,08/03/13,08/13/13,08/14/13,61,08/13/13
42046,918,54,0,08/03/13,08/13/13,08/14/13,52,08/13/13
42047,919,54,0,08/03/13,08/13/13,08/14/13,99,08/13/13
42048,920,57,0,08/03/13,08/13/13,08/14/13,53,08/13/13
42049,924,51,0,08/03/13,08/13/13,08/14/13,21,08/13/13
42050,925,45,0,08/03/13,08/13/13,08/14/13,102,08/13/13
42051,926,34,0,08/03/13,08/13/13,08/14/13,116,08/13/13
42052,927,17,0,08/03/13,08/13/13,08/14/13,97,08/13/13
42053,942,34,0,08/03/13,08/19/13,08/14/13,98,08/19/13
42054,943,21,0,08/03/13,08/19/13,08/14/13,65,08/19/13
42055,944,57,1,08/03/13,08/19/13,08/14/13,51,08/19/13
42056,945,3772,0,08/03/13,08/19/13,08/14/13,3,08/19/13
42057,946,699,0,08/03/13,08/19/13,08/14/13,24,08/19/13
42058,947,896,0,08/03/13,08/19/13,08/14/13,75,08/19/13
42059,949,1375,0,08/03/13,08/19/13,08/14/13,58,08/19/13
42060,950,1804,0,08/03/13,08/19/13,08/14/13,101,08/19/13
42061,951,593,0,08/03/13,08/19/13,08/14/13,104,08/19/13
42062,994,1776,0,08/03/13,08/19/13,08/14/13,94,08/19/13
42063,995,1203,0,08/03/13,08/19/13,08/14/13,78,08/19/13
42064,996,793,0,08/03/13,08/19/13,08/14/13,39,08/19/13
42065,3,39270,0,08/03/13,08/13/13,08/14/13,110,08/13/13
42066,324,11884,0,08/03/13,08/13/13,08/14/13,40,08/13/13
42067,327,5942,0,08/03/13,08/13/13,08/14/13,66,08/13/13
42068,328,2712,0,08/03/13,08/13/13,08/14/13,70,08/13/13
42069,329,2270,0,08/03/13,08/13/13,08/14/13,22,08/13/13
42070,330,3334,0,08/03/13,08/13/13,08/14/13,5,08/13/13
42071,398,4158,83,08/03/13,08/13/13,08/14/13,110,08/13/13
42072,399,5942,0,08/03/13,08/13/13,08/14/13,101,08/13/13
42073,400,1620,0,08/03/13,08/13/13,08/14/13,12,08/13/13
42074,401,5928,0,08/03/13,08/13/13,08/14/13,10,08/13/13
42075,529,4158,0,08/03/13,08/13/13,08/14/13,76,08/13/13
42076,532,23768,0,08/03/13,08/13/13,08/14/13,95,08/13/13
42077,533,5942,0,08/03/13,08/13/13,08/14/13,108,08/13/13
42078,534,5942,0,08/03/13,08/13/13,08/14/13,61,08/13/13
42079,802,2343,0,08/03/13,08/19/13,08/14/13,49,08/19/13
42080,803,1174,0,08/03/13,08/19/13,08/14/13,30,08/19/13
42081,804,2425,0,08/03/13,08/19/13,08/14/13,93,08/19/13
42082,316,11884,0,08/03/13,08/13/13,08/14/13,87,08/13/13
42083,331,11884,0,08/03/13,08/13/13,08/14/13,43,08/13/13
42084,350,5942,0,08/03/13,08/13/13,08/14/13,83,08/13/13
42085,531,5942,0,08/03/13,08/13/13,08/14/13,86,08/13/13
42086,780,3,0,08/04/13,08/15/13,08/15/13,77,08/15/13
42087,781,1,0,08/04/13,08/15/13,08/15/13,60,08/15/13
42088,782,1,0,08/04/13,08/15/13,08/15/13,112,08/15/13
42089,784,1,0,08/04/13,08/15/13,08/15/13,36,08/15/13
42090,792,1,0,08/04/13,08/15/13,08/15/13,15,08/15/13
42091,793,1,0,08/04/13,08/15/13,08/15/13,90,08/15/13
42092,795,1,0,08/04/13,08/15/13,08/15/13,50,08/15/13
42093,796,1,0,08/04/13,08/15/13,08/15/13,85,08/15/13
42094,798,1,0,08/04/13,08/15/13,08/15/13,25,08/15/13
42095,799,1,0,08/04/13,08/15/13,08/15/13,38,08/15/13
42096,954,1,0,08/04/13,08/15/13,08/15/13,107,08/15/13
42097,973,1,0,08/04/13,08/15/13,08/15/13,59,08/15/13
42098,975,1,0,08/04/13,08/15/13,08/15/13,1,08/15/13
42099,979,1,0,08/04/13,08/15/13,08/15/13,100,08/15/13
42100,981,1,0,08/04/13,08/15/13,08/15/13,7,08/15/13
42101,982,1,0,08/04/13,08/15/13,08/15/13,17,08/15/13
42102,992,1,0,08/04/13,08/15/13,08/15/13,119,08/15/13
42103,997,4,0,08/04/13,08/15/13,08/15/13,116,08/15/13
42104,998,1,0,08/04/13,08/15/13,08/15/13,14,08/15/13
42105,514,3,0,08/04/13,08/15/13,08/15/13,74,08/15/13
42106,516,6,0,08/04/13,08/15/13,08/15/13,77,08/15/13
42107,517,5,0,08/04/13,08/15/13,08/15/13,76,08/15/13
42108,518,4,0,08/04/13,08/15/13,08/15/13,46,08/15/13
42109,519,4,0,08/04/13,08/15/13,08/15/13,119,08/15/13
42110,520,1,0,08/04/13,08/15/13,08/15/13,92,08/15/13
42111,522,1,0,08/04/13,08/15/13,08/15/13,88,08/15/13
42112,680,1,0,08/04/13,08/14/13,08/15/13,70,08/14/13
42113,706,1,0,08/04/13,08/14/13,08/15/13,39,08/14/13
42114,736,4,0,08/04/13,08/14/13,08/15/13,44,08/14/13
42115,737,1,0,08/04/13,08/14/13,08/15/13,73,08/14/13
42116,739,3,0,08/04/13,08/14/13,08/15/13,41,08/14/13
42117,742,1,0,08/04/13,08/14/13,08/15/13,69,08/14/13
42118,746,1,0,08/04/13,08/14/13,08/15/13,55,08/14/13
42119,747,1,0,08/04/13,08/15/13,08/15/13,60,08/15/13
42120,805,7,0,08/04/13,08/15/13,08/15/13,101,08/15/13
42121,806,16,0,08/04/13,08/15/13,08/15/13,56,08/15/13
42122,807,1,0,08/04/13,08/15/13,08/15/13,23,08/15/13
42123,808,3,0,08/04/13,08/15/13,08/15/13,49,08/15/13
42124,810,6,0,08/04/13,08/15/13,08/15/13,107,08/15/13
42125,811,5,0,08/04/13,08/15/13,08/15/13,116,08/15/13
42126,812,4,0,08/04/13,08/15/13,08/15/13,92,08/15/13
42127,813,4,0,08/04/13,08/15/13,08/15/13,32,08/15/13
42128,815,3,0,08/04/13,08/15/13,08/15/13,118,08/15/13
42129,816,6,0,08/04/13,08/15/13,08/15/13,28,08/15/13
42130,818,5,0,08/04/13,08/15/13,08/15/13,96,08/15/13
42131,819,4,0,08/04/13,08/15/13,08/15/13,94,08/15/13
42132,820,4,0,08/04/13,08/15/13,08/15/13,62,08/15/13
42133,821,2,0,08/04/13,08/15/13,08/15/13,62,08/15/13
42134,823,3,0,08/04/13,08/15/13,08/15/13,87,08/15/13
42135,824,6,0,08/04/13,08/15/13,08/15/13,97,08/15/13
42136,826,5,0,08/04/13,08/15/13,08/15/13,72,08/15/13
42137,827,4,0,08/04/13,08/15/13,08/15/13,65,08/15/13
42138,828,4,0,08/04/13,08/15/13,08/15/13,105,08/15/13
42139,829,2,0,08/04/13,08/15/13,08/15/13,33,08/15/13
42140,833,2,0,08/04/13,08/14/13,08/15/13,15,08/14/13
42141,834,1,0,08/04/13,08/14/13,08/15/13,39,08/14/13
42142,835,1,0,08/04/13,08/14/13,08/15/13,9,08/14/13
42143,838,1,0,08/04/13,08/14/13,08/15/13,79,08/14/13
42144,840,1,0,08/04/13,08/14/13,08/15/13,17,08/14/13
42145,887,1,0,08/04/13,08/14/13,08/15/13,77,08/14/13
42146,894,24,0,08/04/13,08/15/13,08/15/13,101,08/15/13
42147,895,1,0,08/04/13,08/14/13,08/15/13,88,08/14/13
42148,904,1,0,08/04/13,08/14/13,08/15/13,26,08/14/13
42149,905,1,0,08/04/13,08/14/13,08/15/13,60,08/14/13
42150,926,1,0,08/04/13,08/14/13,08/15/13,34,08/14/13
42151,945,24,0,08/04/13,08/15/13,08/15/13,86,08/15/13
42152,946,1,0,08/04/13,08/15/13,08/15/13,38,08/15/13
42153,947,1,0,08/04/13,08/15/13,08/15/13,96,08/15/13
42154,949,7,0,08/04/13,08/15/13,08/15/13,89,08/15/13
42155,950,16,0,08/04/13,08/15/13,08/15/13,33,08/15/13
42156,951,1,0,08/04/13,08/15/13,08/15/13,110,08/15/13
42157,994,11,0,08/04/13,08/15/13,08/15/13,35,08/15/13
42158,995,8,0,08/04/13,08/15/13,08/15/13,61,08/15/13
42159,996,5,0,08/04/13,08/15/13,08/15/13,110,08/15/13
42160,3,240,0,08/04/13,08/14/13,08/15/13,35,08/14/13
42161,324,48,0,08/04/13,08/14/13,08/15/13,3,08/14/13
42162,327,24,0,08/04/13,08/14/13,08/15/13,106,08/14/13
42163,328,18,0,08/04/13,08/14/13,08/15/13,4,08/14/13
42164,329,26,0,08/04/13,08/14/13,08/15/13,10,08/14/13
42165,330,4,0,08/04/13,08/14/13,08/15/13,15,08/14/13
42166,398,24,0,08/04/13,08/14/13,08/15/13,43,08/14/13
42167,399,24,0,08/04/13,08/14/13,08/15/13,67,08/14/13
42168,400,16,0,08/04/13,08/14/13,08/15/13,95,08/14/13
42169,401,32,0,08/04/13,08/14/13,08/15/13,108,08/14/13
42170,529,24,0,08/04/13,08/14/13,08/15/13,82,08/14/13
42171,532,96,0,08/04/13,08/14/13,08/15/13,68,08/14/13
42172,533,24,0,08/04/13,08/14/13,08/15/13,25,08/14/13
42173,534,24,0,08/04/13,08/14/13,08/15/13,98,08/14/13
42174,802,7,0,08/04/13,08/15/13,08/15/13,45,08/15/13
42175,803,6,0,08/04/13,08/15/13,08/15/13,74,08/15/13
42176,804,11,0,08/04/13,08/15/13,08/15/13,91,08/15/13
42177,316,48,0,08/04/13,08/14/13,08/15/13,105,08/14/13
42178,331,48,1,08/04/13,08/14/13,08/15/13,0,08/14/13
42179,350,24,0,08/04/13,08/14/13,08/15/13,0,08/14/13
42180,531,24,0,08/04/13,08/14/13,08/15/13,33,08/14/13
42181,779,3,0,08/05/13,08/23/13,08/16/13,15,08/23/13
42182,783,2,0,08/05/13,08/23/13,08/16/13,72,08/23/13
42183,784,2,0,08/05/13,08/23/13,08/16/13,49,08/23/13
42184,792,1,0,08/05/13,08/23/13,08/16/13,10,08/23/13
42185,793,2,0,08/05/13,08/23/13,08/16/13,66,08/23/13
42186,794,1,0,08/05/13,08/23/13,08/16/13,22,08/23/13
42187,799,1,0,08/05/13,08/23/13,08/16/13,83,08/23/13
42188,954,1,0,08/05/13,08/23/13,08/16/13,21,08/23/13
42189,962,1,0,08/05/13,08/23/13,08/16/13,18,08/23/13
42190,964,1,0,08/05/13,08/23/13,08/16/13,30,08/23/13
42191,967,1,0,08/05/13,08/23/13,08/16/13,64,08/23/13
