host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price
0,1,1,West Seattle,98136,House,Entire home/apt,9,4.0,5,5,495.00
1,1,1,West Seattle,98136,House,Entire home/apt,4,1.5,2,3,165.00
1,1,1,West Seattle,98136,House,Entire home/apt,4,2.0,1,2,129.00
1,1,1,West Seattle,98136,House,Private room,2,1.0,1,2,75.00
0,1,0,West Seattle,98146,Apartment,Private room,2,1.0,1,1,80.00
0,1,1,West Seattle,98136,House,Entire home/apt,7,1.5,3,4,177.00
1,1,1,West Seattle,98136,House,Private room,5,1.5,1,2,85.00
0,1,1,West Seattle,98136,Apartment,Entire home/apt,2,1.0,1,1,87.00
1,1,1,West Seattle,98136,House,Private room,2,1.0,1,1,78.00
1,1,1,Beacon Hill,98144,House,Private room,2,1.5,1,1,60.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,80.00
0,1,1,Beacon Hill,98144,Townhouse,Entire home/apt,4,2.5,2,2,180.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,39.00
1,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,60.00
0,1,1,Beacon Hill,98144,House,Private room,1,1.0,1,1,42.00
1,1,1,Beacon Hill,98144,House,Private room,2,1.5,1,1,126.00
0,1,1,Beacon Hill,98144,Apartment,Private room,1,1.0,1,1,60.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,99.00
0,1,1,Beacon Hill,98144,House,Private room,3,2.0,1,2,89.00
0,1,1,Beacon Hill,98144,House,Private room,3,1.0,1,2,79.00
0,1,1,Beacon Hill,98144,House,Private room,6,1.0,1,4,169.00
0,1,1,Beacon Hill,98144,House,Private room,3,1.0,1,3,79.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,69.00
0,1,1,Beacon Hill,98144,House,Private room,1,1.0,1,1,60.00
0,1,1,Beacon Hill,98144,Tent,Entire home/apt,4,0.5,1,2,65.00
0,1,0,Beacon Hill,98144,Townhouse,Entire home/apt,4,2.0,2,2,260.00
1,1,1,Beacon Hill,98144,House,Entire home/apt,2,1.5,1,1,100.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,3,1.0,0,1,90.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,2,1.0,1,1,59.00
0,1,0,Beacon Hill,98144,Apartment,Entire home/apt,3,1.0,2,2,70.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,3,1.0,1,2,65.00
1,1,1,Beacon Hill,98144,Apartment,Entire home/apt,6,1.0,2,2,85.00
0,1,0,Beacon Hill,98144,Apartment,Entire home/apt,4,1.0,1,1,74.00
0,1,1,Beacon Hill,98144,Bungalow,Entire home/apt,2,1.0,0,1,99.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,14,3.0,5,9,399.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,6,2.5,3,4,300.00
0,1,1,Beacon Hill,98144,Tent,Entire home/apt,2,0.5,1,1,65.00
0,1,0,Beacon Hill,98108,Apartment,Entire home/apt,2,1.0,1,2,79.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,75.00
0,1,0,Beacon Hill,98144,House,Private room,2,,1,1,75.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,8,2.0,3,5,219.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,7,1.0,2,4,165.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.5,1,1,87.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,6,2.0,2,3,169.00
0,1,0,Beacon Hill,98144,House,Private room,2,1.0,1,1,75.00
0,1,1,Beacon Hill,98144,House,Shared room,1,1.0,1,1,30.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,55.00
0,1,1,Beacon Hill,98144,Apartment,Shared room,2,1.0,1,2,45.00
0,1,0,Beacon Hill,98144,Apartment,Private room,1,1.0,1,1,50.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,6,2.0,2,2,149.00
1,1,1,Beacon Hill,98144,House,Entire home/apt,2,1.0,1,1,99.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,3,1.0,1,1,69.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,3,1.0,1,1,69.00
1,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,80.00
0,1,1,Beacon Hill,98144,House,Shared room,2,1.0,1,1,55.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,75.00
0,1,1,Beacon Hill,98144,Townhouse,Private room,2,1.0,1,1,50.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,3,1.0,1,1,69.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,5,1.0,1,4,112.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,3,1.0,1,2,150.00
0,1,1,Beacon Hill,98144,Apartment,Private room,3,1.0,1,1,65.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,6,1.0,3,3,104.00
0,1,1,Beacon Hill,98144,House,Private room,1,1.5,1,1,60.00
0,1,0,Beacon Hill,98144,House,Private room,2,1.0,1,1,60.00
0,1,0,Beacon Hill,98144,House,Private room,1,2.5,1,2,105.00
0,1,0,Beacon Hill,98144,House,Entire home/apt,5,1.0,2,2,144.00
0,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,69.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,4,1.0,2,2,108.00
0,1,1,Beacon Hill,98122,House,Entire home/apt,4,2.0,1,1,159.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,4,1.0,2,3,85.00
1,1,1,Beacon Hill,98144,House,Entire home/apt,4,1.0,2,2,135.00
0,1,0,Beacon Hill,98144,Bed & Breakfast,Private room,2,1.0,1,1,89.00
0,1,0,Beacon Hill,98144,Apartment,Entire home/apt,3,1.0,1,2,120.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,3,1.0,1,1,70.00
0,1,0,Beacon Hill,98144,Townhouse,Private room,2,1.5,1,1,150.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,5,2.5,2,2,120.00
0,1,1,Beacon Hill,98144,Tent,Entire home/apt,2,0.5,1,1,65.00
0,1,1,Beacon Hill,98144,House,Private room,1,1.0,1,1,60.00
0,1,1,Beacon Hill,98144,House,Private room,1,1.0,1,1,36.00
0,1,1,Beacon Hill,98144,House,Entire home/apt,2,1.0,1,1,95.00
0,1,1,Rainier Valley,98144,Apartment,Entire home/apt,2,1.0,1,1,88.00
1,1,1,Beacon Hill,98144,Apartment,Private room,3,1.0,1,2,75.00
0,1,0,Beacon Hill,98144,Apartment,Entire home/apt,6,1.0,2,2,130.00
1,1,1,Beacon Hill,98144,House,Private room,2,1.0,1,1,63.00
1,1,1,Beacon Hill,98144,Apartment,Private room,2,1.0,1,1,60.00
0,1,1,Beacon Hill,98144,House,Private room,1,1.0,1,1,37.00
1,1,1,Beacon Hill,98144,Townhouse,Private room,2,1.0,1,1,85.00
0,1,1,Beacon Hill,98144,Apartment,Entire home/apt,2,1.0,1,1,85.00
1,1,1,Rainier Valley,98118,House,Entire home/apt,4,1.0,1,3,84.00
0,1,1,Rainier Valley,98118,Apartment,Entire home/apt,5,1.0,2,3,275.00
0,1,1,Rainier Valley,98118,Bed & Breakfast,Private room,1,1.0,1,1,39.00
1,1,1,Rainier Valley,98118,House,Entire home/apt,5,1.0,1,2,105.00
1,1,1,Rainier Valley,98118,House,Entire home/apt,3,0.5,0,2,105.00
0,1,1,Rainier Valley,98118,Apartment,Shared room,1,1.0,1,1,40.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,34.00
0,1,0,Rainier Valley,98118,House,Private room,3,1.0,1,2,35.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,65.00
0,1,0,Rainier Valley,98118,Apartment,Entire home/apt,4,1.0,1,2,75.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,12,3.0,4,6,199.00
0,1,1,Rainier Valley,98118,Bed & Breakfast,Private room,2,1.0,1,1,45.00
0,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.0,1,1,85.00
0,1,1,Delridge,98106,House,Entire home/apt,5,2.5,3,3,150.00
0,1,0,Delridge,98106,House,Private room,3,1.0,1,1,41.00
0,1,1,Delridge,98106,Bed & Breakfast,Private room,2,1.0,1,1,45.00
0,1,1,Delridge,98106,Bed & Breakfast,Entire home/apt,4,1.0,1,2,99.00
0,1,1,Delridge,98106,House,Entire home/apt,3,1.0,1,1,95.00
1,1,1,Delridge,98106,House,Entire home/apt,4,1.0,0,1,79.00
0,1,1,Delridge,98106,House,Private room,2,1.0,1,1,70.00
0,1,0,Delridge,98106,House,Private room,2,1.0,1,1,50.00
0,1,1,Delridge,98106,Apartment,Entire home/apt,2,1.0,1,1,48.00
1,1,1,Delridge,98106,House,Entire home/apt,2,1.0,1,1,65.00
0,1,1,Delridge,98106,Townhouse,Private room,2,1.0,1,1,55.00
0,1,1,Delridge,98106,House,Entire home/apt,6,1.0,3,3,99.00
0,1,0,Other neighborhoods,98115,House,Private room,1,1.0,1,1,150.00
0,1,1,Other neighborhoods,98115,Apartment,Entire home/apt,3,1.0,1,1,110.00
1,1,1,Other neighborhoods,98115,Apartment,Entire home/apt,4,2.0,2,2,120.00
0,1,0,Other neighborhoods,98115,Loft,Private room,2,1.0,1,1,49.00
0,1,1,Other neighborhoods,98115,House,Entire home/apt,6,2.0,4,4,244.00
0,1,1,Other neighborhoods,98115,Apartment,Entire home/apt,5,1.0,2,3,125.00
0,1,0,Other neighborhoods,98115,House,Entire home/apt,8,2.0,3,4,175.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,38.00
1,1,1,Rainier Valley,98118,House,Private room,6,1.0,1,1,70.00
0,1,0,Rainier Valley,98118,House,Private room,4,1.0,1,1,150.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,4,2.0,3,2,65.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,4,1.0,2,2,99.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,6,3.0,3,3,295.00
1,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.0,1,1,95.00
0,1,1,Rainier Valley,98118,,Entire home/apt,4,1.0,2,2,120.00
0,1,1,Rainier Valley,98118,Apartment,Shared room,4,1.0,1,1,45.00
0,1,1,Rainier Valley,98118,House,Private room,2,2.0,1,1,68.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,2,55.00
0,1,1,Rainier Valley,98118,Apartment,Shared room,2,1.0,1,1,40.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,36.00
0,1,1,Rainier Valley,98118,Treehouse,Private room,2,1.0,1,1,48.00
0,1,0,Rainier Valley,98118,House,Shared room,2,1.0,1,1,90.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,50.00
1,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,60.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,2,1.0,1,1,100.00
1,1,1,Rainier Valley,98118,House,Entire home/apt,14,2.0,2,3,200.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,42.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,35.00
1,1,1,Rainier Valley,98178,House,Private room,2,1.0,1,1,67.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,55.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,65.00
0,1,1,Rainier Valley,98178,House,Entire home/apt,12,3.0,4,4,169.00
0,1,1,Rainier Valley,98178,Camper/RV,Entire home/apt,2,0.0,0,2,75.00
0,1,1,Rainier Valley,98118,House,Private room,3,1.0,1,2,88.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,60.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,35.00
1,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,57.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,37.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,60.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,39.00
1,1,1,Rainier Valley,98118,House,Private room,1,1.0,1,1,42.00
0,1,1,Rainier Valley,98178,House,Private room,3,1.0,1,1,79.00
0,1,1,Rainier Valley,98178,Other,Entire home/apt,2,1.0,1,1,118.00
0,1,1,Rainier Valley,98178,House,Private room,2,1.0,1,1,60.00
1,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,69.00
0,1,1,Rainier Valley,98108,Townhouse,Private room,2,1.0,1,1,69.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,5,2.5,2,4,300.00
0,1,1,Rainier Valley,98118,House,Private room,3,1.0,1,1,65.00
0,1,1,Rainier Valley,98118,Apartment,Private room,2,1.5,1,1,50.00
1,1,1,Rainier Valley,98118,House,Private room,2,1.5,1,1,65.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.0,1,1,100.00
1,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,65.00
1,1,0,Rainier Valley,98118,Loft,Entire home/apt,2,1.0,0,1,90.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,2,1.0,0,1,80.00
1,1,0,Rainier Valley,98118,Cabin,Entire home/apt,2,1.0,1,1,99.00
0,1,0,Rainier Valley,98118,Apartment,Entire home/apt,4,1.0,1,2,75.00
0,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.0,1,1,110.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,6,1.0,2,3,125.00
1,1,1,Rainier Valley,98118,Apartment,Entire home/apt,3,1.0,1,1,90.00
0,1,1,Rainier Valley,98108,House,Private room,2,1.5,1,1,40.00
0,1,1,Rainier Valley,98108,House,Private room,2,1.0,1,1,50.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,6,2.5,3,3,97.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,10,2.0,3,5,195.00
1,1,1,Rainier Valley,98118,House,Entire home/apt,4,1.0,2,2,100.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,9,2.5,3,6,195.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,4,2.0,2,2,150.00
1,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.0,1,1,95.00
1,1,1,Rainier Valley,98108,House,Private room,2,1.5,1,1,72.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,2,1.0,1,1,100.00
1,1,1,Rainier Valley,98108,House,Private room,2,1.0,1,1,55.00
0,1,1,Rainier Valley,98144,Apartment,Private room,3,1.0,1,1,65.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,5,1.0,2,2,124.00
0,1,1,Rainier Valley,98108,House,Private room,2,1.0,1,1,70.00
0,1,1,Rainier Valley,98108,House,Private room,2,1.0,1,1,65.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,65.00
1,1,1,Rainier Valley,98108,House,Private room,2,1.5,1,1,72.00
1,1,1,Rainier Valley,98118,House,Entire home/apt,6,1.0,3,4,115.00
0,1,1,Rainier Valley,98108,House,Entire home/apt,6,2.0,3,3,220.00
1,1,1,Rainier Valley,98118,House,Private room,1,1.0,1,1,45.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,3,1.0,1,1,90.00
0,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.0,0,1,90.00
0,1,1,Rainier Valley,98108,House,Private room,1,2.5,1,1,25.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,6,2.5,3,2,175.00
0,1,0,Rainier Valley,98108,House,Entire home/apt,6,2.5,3,2,150.00
1,1,1,Rainier Valley,98118,Cabin,Entire home/apt,3,1.0,1,2,85.00
0,1,1,Rainier Valley,98118,House,Private room,4,1.5,1,2,49.00
0,1,1,Rainier Valley,98118,Apartment,Entire home/apt,7,1.0,2,3,110.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,4,1.0,2,2,59.00
1,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,65.00
0,1,1,Rainier Valley,98118,Apartment,Private room,2,2.0,1,1,70.00
1,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.0,1,1,65.00
0,1,1,Rainier Valley,98118,Loft,Private room,2,1.0,1,1,85.00
0,1,0,Rainier Valley,98144,House,Entire home/apt,2,1.0,1,2,90.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,70.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,4,1.5,2,2,175.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,6,1.0,3,4,199.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,8,2.0,3,5,109.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,4,1.0,1,2,70.00
0,1,0,Rainier Valley,98118,House,Private room,2,1.5,1,1,58.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,35.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,8,3.0,4,5,300.00
1,1,0,Rainier Valley,98118,House,Entire home/apt,2,1.0,1,1,95.00
0,1,0,Rainier Valley,98118,House,Private room,1,1.0,1,1,50.00
0,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,49.00
0,1,0,Rainier Valley,98144,House,Private room,1,1.0,1,1,55.00
0,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,49.00
0,1,1,Rainier Valley,98144,House,Private room,2,0.0,1,2,40.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,4,1.0,1,1,95.00
1,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,70.00
0,1,0,Rainier Valley,98144,House,Private room,2,1.0,1,1,74.00
0,1,0,Rainier Valley,98144,House,Private room,1,1.0,1,1,90.00
1,1,1,Rainier Valley,98144,House,Entire home/apt,7,3.0,3,3,150.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,4,1.5,4,3,175.00
0,1,1,Rainier Valley,98118,House,Private room,1,1.0,1,1,42.00
1,1,0,Rainier Valley,98144,House,Private room,2,1.5,1,1,59.00
0,1,1,Rainier Valley,98144,Bed & Breakfast,Private room,3,2.0,1,2,125.00
0,1,1,Rainier Valley,98118,House,Private room,3,1.0,1,1,85.00
0,1,0,Rainier Valley,98144,House,Private room,2,1.0,1,1,80.00
1,1,1,Rainier Valley,98144,Apartment,Entire home/apt,3,1.0,0,1,125.00
0,1,1,Rainier Valley,98144,Apartment,Entire home/apt,5,1.0,1,3,90.00
0,1,0,Rainier Valley,98144,House,Entire home/apt,5,2.0,2,3,125.00
0,1,0,Rainier Valley,98118,Apartment,Entire home/apt,4,1.0,1,2,70.00
0,1,1,Rainier Valley,98144,Apartment,Entire home/apt,4,1.0,1,1,95.00
1,1,1,Rainier Valley,98118,Camper/RV,Entire home/apt,2,1.0,1,1,99.00
0,1,1,Rainier Valley,98144,Apartment,Entire home/apt,6,1.0,2,3,155.00
0,1,0,Rainier Valley,98144,House,Entire home/apt,2,1.0,1,1,80.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,4,1.5,2,2,140.00
0,1,1,Rainier Valley,98118,Apartment,Private room,2,1.5,1,1,50.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,6,2.0,3,3,139.00
0,1,1,Rainier Valley,98118,House,Entire home/apt,5,1.5,2,2,126.00
1,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.0,1,1,105.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,6,1.0,2,2,150.00
1,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,80.00
0,1,1,Rainier Valley,98118,Apartment,Entire home/apt,2,1.5,1,1,92.00
1,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,69.00
0,1,1,Rainier Valley,98144,Bed & Breakfast,Private room,2,1.0,1,1,75.00
0,1,0,Rainier Valley,98118,House,Entire home/apt,3,,1,2,105.00
0,1,1,Rainier Valley,98144,Apartment,Entire home/apt,6,1.0,2,3,150.00
1,1,1,Rainier Valley,98144,House,Entire home/apt,2,1.0,1,2,150.00
0,1,0,Rainier Valley,98118,Apartment,Private room,2,1.0,1,1,54.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,52.00
1,1,1,Rainier Valley,98144,Apartment,Entire home/apt,4,1.0,2,3,150.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,80.00
0,1,1,Rainier Valley,98144,House,Entire home/apt,4,1.0,2,2,200.00
1,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,68.00
0,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,49.00
0,1,1,Rainier Valley,98144,House,Private room,2,1.0,1,1,39.00
0,1,1,Rainier Valley,98144,Apartment,Entire home/apt,3,1.0,1,1,95.00
0,1,1,Rainier Valley,98144,Bed & Breakfast,Private room,2,1.0,1,1,89.00
0,1,1,Rainier Valley,98118,House,Private room,2,1.0,1,1,62.00
0,1,0,Rainier Valley,98144,House,Entire home/apt,4,2.0,2,1,81.00
0,1,0,Seward Park,98118,Apartment,Entire home/apt,2,1.0,0,1,70.00
0,1,1,Seward Park,98118,House,Entire home/apt,2,1.0,1,1,110.00
0,1,1,Seward Park,98118,House,Entire home/apt,6,2.0,3,3,200.00
0,1,1,Seward Park,98118,House,Entire home/apt,6,2.5,2,3,100.00
0,1,0,Seward Park,98118,House,Private room,2,1.0,1,1,63.00
0,1,1,Seward Park,98118,House,Private room,3,1.0,1,2,70.00
1,1,1,Seward Park,98118,House,Private room,2,1.0,1,1,60.00
1,1,1,Seward Park,98118,House,Private room,2,1.0,1,1,39.00
0,1,0,Seward Park,98118,House,Private room,2,1.0,1,1,36.00
0,1,1,Seward Park,98118,House,Entire home/apt,2,1.0,0,1,100.00
0,1,0,Seward Park,98118,House,Entire home/apt,6,2.0,3,4,250.00
0,1,1,Seward Park,98118,Apartment,Private room,2,1.0,1,1,38.00
0,1,1,Seward Park,98118,House,Private room,2,1.0,1,1,65.00
1,1,1,Seward Park,98118,House,Private room,2,1.0,1,1,68.00
0,1,1,Seward Park,98118,Apartment,Entire home/apt,4,1.0,2,2,110.00
1,1,1,Seward Park,98118,Apartment,Entire home/apt,2,1.0,1,1,100.00
0,1,0,Seward Park,98118,House,Entire home/apt,5,1.0,2,2,99.00
0,1,0,Seward Park,98118,House,Private room,2,1.0,1,1,34.00
0,1,0,Seward Park,98118,House,Private room,2,1.0,1,1,41.00
0,1,1,Seward Park,98118,House,Entire home/apt,4,1.0,1,2,98.00
1,1,0,Seward Park,98118,House,Entire home/apt,5,2.0,2,3,188.00
0,1,1,Seward Park,98118,Apartment,Entire home/apt,3,1.0,0,2,85.00
0,1,0,Seward Park,98118,Apartment,Entire home/apt,2,1.0,0,1,80.00
0,1,1,Seward Park,98118,House,Entire home/apt,8,1.5,4,4,150.00
1,1,1,Seward Park,98118,House,Entire home/apt,5,2.0,3,3,160.00
0,1,0,Seward Park,98118,Apartment,Entire home/apt,2,1.0,1,1,99.00
0,1,1,Seward Park,98118,House,Private room,4,1.0,1,3,75.00
0,1,1,Seward Park,98118,House,Private room,4,1.0,1,2,75.00
0,1,1,Seward Park,98118,Apartment,Entire home/apt,5,1.0,1,1,65.00
0,1,1,Seward Park,98118,House,Entire home/apt,3,1.0,0,1,95.00
0,1,1,Seward Park,98118,House,Entire home/apt,4,1.0,1,1,90.00
0,1,0,Seward Park,98118,House,Entire home/apt,7,1.0,2,5,250.00
0,1,1,Seward Park,98118,House,Entire home/apt,8,1.0,1,3,115.00
0,1,1,Seward Park,98118,House,Private room,4,1.5,1,4,93.00
0,1,1,Seward Park,98118,House,Private room,2,1.0,1,1,45.00
1,1,1,Seward Park,98118,House,Entire home/apt,4,1.0,2,2,168.00
1,1,1,Seward Park,98118,Apartment,Entire home/apt,2,1.0,1,1,127.00
0,1,0,Seward Park,98118,House,Private room,2,1.0,1,1,35.00
1,1,1,Seward Park,98118,House,Private room,2,1.0,1,2,65.00
0,1,1,Seward Park,98118,House,Entire home/apt,7,3.5,3,5,279.00
0,1,1,Seward Park,98118,House,Entire home/apt,4,1.0,1,2,93.00
0,1,1,Seward Park,98118,House,Private room,2,1.0,1,1,65.00
1,1,1,Seward Park,98118,House,Entire home/apt,8,2.0,4,5,150.00
0,1,1,Seward Park,98118,House,Entire home/apt,8,2.0,3,3,375.00
0,1,1,Delridge,98106,Apartment,Entire home/apt,2,1.0,0,1,85.00
0,1,1,Delridge,98126,House,Private room,2,1.5,1,1,50.00
0,1,1,Delridge,98106,House,Private room,2,1.0,1,1,55.00
0,1,1,Delridge,98106,House,Private room,2,1.0,1,1,35.00
0,1,1,Delridge,98106,House,Private room,2,1.5,1,1,85.00
1,1,1,Delridge,98106,House,Entire home/apt,2,1.0,1,1,75.00
0,1,1,Delridge,98106,Townhouse,Entire home/apt,3,1.5,2,2,70.00
0,1,1,Delridge,98106,Apartment,Entire home/apt,2,1.0,1,1,65.00
1,1,1,Delridge,98106,Apartment,Entire home/apt,2,1.0,1,1,99.00
0,1,0,Delridge,98106,Apartment,Entire home/apt,4,1.0,2,2,75.00
0,1,1,Delridge,98126,House,Private room,2,1.0,1,1,100.00
0,1,0,Delridge,98126,Apartment,Entire home/apt,4,1.0,2,2,129.00
0,1,1,Delridge,98106,House,Entire home/apt,4,1.5,1,1,80.00
1,1,1,Delridge,98106,House,Entire home/apt,3,1.0,1,2,85.00
0,1,0,Delridge,98126,House,Entire home/apt,3,1.0,1,2,95.00
1,1,0,Delridge,98126,House,Entire home/apt,3,1.0,0,2,69.00
0,1,0,Delridge,98106,House,Private room,2,1.0,1,1,42.00
1,1,1,Delridge,98126,House,Private room,2,1.0,1,1,70.00
0,1,1,Delridge,98106,Apartment,Private room,2,1.0,1,1,55.00
0,1,1,Delridge,98106,House,Private room,1,1.5,1,1,47.00
0,1,1,Delridge,98106,House,Entire home/apt,6,2.5,2,3,148.00
0,1,1,Delridge,98106,House,Entire home/apt,4,1.0,0,2,95.00
0,1,1,Delridge,98126,House,Private room,2,2.5,1,1,49.00
1,1,1,Delridge,98126,House,Private room,2,1.0,1,1,65.00
0,1,1,Delridge,98126,Apartment,Entire home/apt,3,1.0,1,1,50.00
0,1,1,Delridge,98126,House,Entire home/apt,2,1.0,0,1,58.00
0,1,1,Delridge,98106,House,Private room,2,1.5,1,1,55.00
1,1,0,Delridge,98106,House,Entire home/apt,5,1.0,2,3,129.00
0,1,1,Delridge,98126,Apartment,Entire home/apt,3,1.0,2,2,95.00
0,1,1,Delridge,98106,House,Private room,3,1.0,1,2,49.00
0,1,1,Delridge,98106,House,Private room,2,1.0,1,1,85.00
0,1,0,Delridge,98106,Apartment,Entire home/apt,4,1.0,2,2,100.00
0,1,1,Northgate,98115,Apartment,Private room,2,1.0,1,1,59.00
0,1,1,Northgate,98125,House,Private room,2,1.0,1,1,55.00
0,1,1,Northgate,98115,House,Private room,1,1.0,1,1,55.00
0,1,1,Northgate,98125,Apartment,Private room,2,1.0,1,1,51.00
1,1,1,Northgate,98115,House,Entire home/apt,8,2.0,4,4,200.00
1,1,1,Northgate,98115,Apartment,Entire home/apt,5,1.0,2,2,100.00
0,1,1,Northgate,98115,Apartment,Entire home/apt,2,1.0,0,1,79.00
0,1,1,Northgate,98115,House,Entire home/apt,2,1.0,1,1,90.00
1,1,1,Northgate,98125,Apartment,Shared room,1,1.0,1,1,30.00
0,1,1,Northgate,98125,Apartment,Shared room,1,1.0,1,1,35.00
0,1,1,Northgate,98115,House,Private room,2,1.0,1,1,45.00
0,1,1,Northgate,98115,House,Private room,2,,1,1,60.00
0,1,0,Northgate,98115,Tent,Private room,1,0.0,1,1,50.00
0,1,1,Northgate,98125,Apartment,Entire home/apt,5,1.0,1,3,95.00
